country,agricultural_land_percent,forest_land_percent,trade_in_services_percent,control_of_corruption_estimate,access_to_electricity_percent,renewvable_energy_consumption_percent,co2_emisions,inflation_annual_percent,goverment_effectiveness_estimate,doing_business,individuals_using_internet_percent,gdp_current_us,political_stability_estimate,rule_of_law_estimate,government_expenditure_on_education_percent,government_health_expenditure_percent,life_expectancy_at_birth,population,voice_and_accountability_estimate,intentional_homicides,income_group,continent
Samoa,22.191239799679682,58.256183745583016,37.503708004076415,0.5114875495433806,98.5670166015625,36.184000000000005,252.32,1.791774211855841,0.6248007178306579,98.0,41.363523486,868863715.8566837,1.160095810890198,0.9254710674285885,4.316796827316284,4.26824317,72.4876,207670.2,0.7711154818534853,4.78534636025916,Upper_middle,Asia
San Marino,38.3333333333333,16.6666666666667,88.086157341459,1.167776584625244,100.0,,,0.588536975910942,1.561679506301878,92.0,64.016505775,1537581407.252,1.35169446468353,1.52166793346405,3.416979503631592,7.447885705999999,,33958.8,1.171332025527954,,High,Europe
Saudi Arabia,80.76253180691168,0.4544841349217791,13.31822088277218,0.22567790374159807,99.95,0.014000000000000002,546101.14,0.5603054498205664,0.22319665849208842,63.0,85.54116951,747125490630.5004,-0.6082062244415282,0.14970492124557497,,4.2461189625,77.1316,34240947.0,-1.7222359418869018,0.7175749972737415,High,Asia
Senegal,48.50360982703992,42.5292681660001,13.68111411053522,-0.03160860156640408,64.62,37.332,10338.7,0.9023494358128312,-0.362754899263382,123.0,29.708903795999998,20866467904.246742,-0.09436462968587869,-0.1780152171850204,5.100420856475828,1.0666932340000002,67.74980000000001,15168204.0,0.28514567315578476,0.267518151792543,Lower_middle,Africa
Serbia,39.5152069517494,31.11317173565062,24.50071992568446,-0.39647648334503177,99.92786010742186,20.946,46322.04,1.890961057625916,0.01830585061106832,44.0,70.696437014,45336518593.15288,0.07572183851152658,-0.13934645205736143,3.6660100460052485,4.960176372,75.66829268292683,7020480.4,0.09727780763059865,1.32629467441686,Upper_middle,Europe
Seychelles,3.3695652173913,73.2608695652174,133.0619880910828,1.0256886243820185,100.0,1.25,566.74,2.332188140386018,0.5656621634960175,100.0,62.88009008,1522659278.43279,0.7005032420158386,0.2653600364923474,4.341568374633792,3.4590758800000003,73.95853658536585,95665.2,0.18579474538564672,8.835757390205767,High,Africa
Sierra Leone,54.71044610695479,35.93890274314216,15.079475671616759,-0.6469775021076203,22.431723403930658,74.704,1091.56,13.32630996533754,-1.218757772445678,163.0,12.7909072826,3999177424.8904395,-0.0917315103113652,-0.8183071494102478,5.045340633392334,1.269123126,58.8592,7678872.0,-0.19505258500576023,1.69519956395093,Low,Africa
Singapore,0.9269801800895966,22.62721740979992,104.77799574501516,2.0870278358459458,100.0,0.746,45620.240000000005,0.10505081812039282,2.2304043769836417,2.0,85.8438849,344801710896.49255,1.4647597551345801,1.797861075401308,2.81599726676941,2.094973348,83.11560975609756,5619356.6,-0.15290059894323346,0.22261583933130719,High,Asia
Sint Maarten,,10.8823529411765,86.38242619600427,,100.0,0.05,,0.8779066435028317,,,,1373039792.7495599,,,,,75.83,40374.2,,,High,South America
Slovakia,39.21597937826818,40.02803687038802,20.57932349271124,0.1559473618865012,100.0,13.8,31973.120000000003,1.129062874323754,0.6660316586494446,45.0,80.607757962,97270630622.57393,0.7761015653610228,0.5097312271594999,4.127506017684936,5.43336878,77.16536585365854,5438949.8,0.9094762802124023,1.2167882406311028,High,Europe
Slovenia,30.52061585669764,61.76699348332846,28.46844268152804,0.8050161600112913,100.0,20.708,13780.86,0.8435373666253898,1.055711984634398,37.0,78.06818499799999,49005573119.563,0.8977118492126467,1.0193612337112419,4.86275796890259,6.044240664,81.17756097560975,2071448.0,0.9904011845588677,0.687004299894531,High,Europe
Solomon Islands,4.237227581279024,90.21650589496248,23.12177075400152,-0.13821203559637074,62.27562255859374,48.664,300.58000000000004,1.1046066780060932,-0.9268470406532288,136.0,15.2802813725,1478364544.308724,0.43398154079914103,-0.258463343977928,,3.138887784,69.9854,643727.6,0.4205260932445526,,Lower_middle,Asia
South Africa,79.4178502831612,14.145108771814119,8.755094981370245,-0.06958914473652841,84.66,8.128,434446.22000000003,4.986739288959148,0.09843656867742549,84.0,58.836677054000006,369266974180.32043,-0.23506110608577718,-0.09981812722980987,5.61949405670166,4.6334270459999995,65.1896,56873335.4,0.6415771245956418,35.27978356046916,Upper_middle,Africa
South Korea,17.23381278680574,64.77722513300475,13.86732163334346,0.49695559144020063,100.0,2.91,618353.88,1.0962378947732327,1.099275410175324,5.0,93.997828424,1593117874578.228,0.37518648803234117,1.1033498287200942,4.451663494110107,4.232994794,82.55609756097562,51388908.2,0.7160994648933408,0.6369587344848429,High,Asia
South Sudan,44.806256230911664,11.3256215087114,28.883754834560484,-1.75550377368927,5.474880352020264,30.880000000000003,1761.0400000000002,158.27208799297694,-2.3257196903228783,185.0,4.2,11997800760.2242,-2.436728858947752,-1.967662715911866,1.51547610759735,0.7156201000000001,55.6562,10752325.0,-1.8387032270431518,,Low,Africa
Spain,52.654344961761105,37.149400662345485,16.366372276401883,0.5983219623565675,100.0,16.354,254097.34,0.7255225972813151,1.0385552525520327,31.0,84.13582227399999,1311796007767.294,0.2965399712324142,0.9687176585197458,4.225048065185546,6.399839496,83.34146341463415,46690944.2,1.034743428230286,0.6523969354544216,High,Europe
Sri Lanka,44.838632496819,34.2994180307659,13.088919351034118,-0.3715976357460022,97.73553619384765,47.234,22133.44,4.2189650589016185,-0.11808253163471805,99.0,33.45746547,90207664987.37012,-0.07171308808028687,0.040963733405806044,2.480062514543535,1.6275920400000001,75.4834,21548400.8,-0.10724498648196461,2.564990368064206,Lower_middle,Asia
Sudan,60.11709635974303,10.103825481798712,5.266786811701382,-1.49704487323761,52.8796630859375,59.903999999999996,21228.72,36.25960187580454,-1.566576790809632,171.0,20.799999985,76463723444.93875,-1.995151829719544,-1.191168880462646,,1.325106124,65.2882,40691865.4,-1.791541695594788,,Low,Africa
Suriname,0.546153846153846,97.6337435897436,20.558520048982423,-0.2942778378725054,96.55325897216797,14.276,2585.3332,28.101078195110745,-0.5424182593822477,162.0,49.542297104,4009515633.396454,0.13358311653137206,-0.1472632333636284,5.3849910497665405,4.135717344,71.9208,587700.6,0.38345361351966856,6.09687648524568,Upper_middle,South America
Sweden,7.3977981839043565,68.6954106131807,26.53845884395492,2.1103281497955324,100.0,51.81,37372.0,1.2939339643118462,1.674000859260558,10.0,91.40156355799999,530222420652.78876,0.9670098185539242,1.867287468910216,7.582140064239502,9.169737244,82.51804878048782,10046814.0,1.567684960365296,1.093870736443628,High,Europe
Switzerland,38.261310711636,31.860237560155802,37.45096424178388,1.979284596443176,100.0,24.398000000000003,38462.780000000006,0.05089642946248181,1.974168372154234,36.0,90.249195592,704830462112.713,1.2977501392364519,1.89113688468933,4.98787202835083,3.56132517,83.54195121951223,8439436.6,1.5468299865722641,0.5763585323643826,High,Europe
Syria,75.78519740783096,2.84310842454937,,-1.6201151847839381,88.94411468505858,0.968,26135.54,,-1.7448730707168578,176.0,32.593884902,17906820155.67794,-2.790148067474366,-1.933053708076478,,,68.313,19316903.4,-1.9679458856582641,,Low,Asia
Tajikistan,35.24187621586568,3.04056488219612,8.685998338314478,-1.286615848541258,99.06077758789061,43.532,6844.44,5.859570159859246,-1.0926247239112843,106.0,20.47,7773213069.562052,-0.7194118142127988,-1.23471257686615,5.43930826187134,1.963472508,69.99600000000001,8928008.2,-1.6948842048645019,,Lower_middle,Europe
Tanzania,43.89828403702868,53.23097764732446,11.141421812652865,-0.525264245271683,32.7495704650879,85.406,12010.359999999999,4.608078188689846,-0.7152397990226745,141.0,14.97629788,53698731708.4747,-0.48216546177864056,-0.481034654378891,4.0047438621520985,1.5155203099999999,65.912,56234935.8,-0.3245944857597352,5.658328547439528,Lower_middle,Africa
Thailand,44.77703478243848,39.11331206326214,25.66132126144952,-0.4765202403068544,99.82104162597656,22.996,268571.4,0.3447965554872462,0.24735466837883,21.0,52.636584418000005,464350060342.1454,-0.8064159154891968,-0.023632590007036842,3.463364696502686,2.780560494,78.35940000000001,70847040.2,-0.9804690837860116,,Upper_middle,Asia
Timor-Leste,22.95628782784128,62.229993275050425,37.188297598744825,-0.5112524390220642,79.82219271376006,13.652000000000001,529.12,0.5904676451531874,-0.9835406780242927,181.0,23.920911226,1687841680.0,0.05063957497477532,-1.150427961349488,5.316277599334718,3.9104438299999997,67.7226,1243178.6,0.285691800713539,4.06364834348278,Lower_middle,Asia
Togo,70.2334988049274,22.3965802537231,15.337989782931402,-0.7390897750854493,48.3963737487793,78.604,2156.42,0.8981941412243948,-1.1152591228485114,97.0,13.403510426000002,6447183889.169258,-0.6151865124702454,-0.683079993724823,3.89993567466736,0.971237124,60.049,7855430.2,-0.6718992710113525,,Low,Africa
Tonga,48.6111111111111,12.4305555555556,35.60816545358348,-0.29892481565475454,98.52716253662109,1.8960000000000001,132.48,3.05057198726319,-0.10854873061180101,103.0,47.998180484,463777335.303532,0.8816386818885803,0.2634599506855012,5.100636641184487,2.9506473079999997,70.72619999999999,105469.0,0.6396054029464722,5.2315042060130335,Upper_middle,Asia
Tunisia,62.667996910401655,4.493692070030896,18.65033093763614,-0.13081998378038392,99.94,12.164,30951.18,5.480657226334352,-0.07983170095831156,78.0,56.498190554000004,43379043503.7159,-0.9737362504005429,0.04179861545562742,6.22044992446899,3.2194987779999997,75.85319999999999,11807448.8,0.2330368369817732,4.73885918894881,Lower_middle,Asia
Turkmenistan,72.0064690485817,8.78215904496414,,-1.352683639526366,99.97999999999999,0.06,63655.619999999995,,-0.9266808867454521,,18.079365563333333,39178742857.14286,-0.12093438040465128,-1.45205066204071,3.19200992584229,1.1141458260000001,68.8546,5965372.2,-2.180995941162108,1.09253010288946,Upper_middle,Europe
Tuvalu,60.0,33.3333333333333,103.9130762925001,0.11375041287392376,98.5623733520508,6.066,8.120000000000001,,-0.7351662874221802,,31.166666666666668,45171210.820087805,1.305030369758604,0.5617160260677337,,12.341619108,64.16120000000001,10875.6,1.108145308494568,0.0,Upper_middle,Asia
U.S. Virgin Islands,10.628571428571412,55.59999999999998,,0.5764338374137881,100.0,4.95,,,0.96385169029236,,59.60831579999999,3859800000.0,1.036898303031921,0.8131692171096816,,,79.34829268292681,107235.8,,,High,South America
Uganda,71.8880909634949,12.276371434270901,13.68281892674626,-1.092887020111084,32.16106985473632,91.14,5328.0,4.39787562236264,-0.6361495137214661,116.0,5.9235630184,32122165396.577564,-0.6977580308914186,-0.3342617809772492,2.2303701877594,0.686792398,62.1108,40163443.0,-0.6259731769561767,11.2960492341889,Low,Africa
Ukraine,71.51360958216114,16.69290239811776,24.32219514985896,-0.8917121887207029,100.0,6.094,185577.03999999998,19.17789419670523,-0.4937031149864196,64.0,58.690618484000005,116250295615.57199,-1.7961394309997558,-0.7895074367523194,5.386129665374756,3.49945712,71.57136585365853,44799713.0,-0.015475233923643823,4.92703750558496,Upper_middle,Europe
United Arab Emirates,5.414108701774149,4.46775556181357,,1.089981317520142,100.0,0.28600000000000003,189521.78,1.7583664791090041,1.425190448760988,16.0,94.70398592,395017350739.2554,0.6512351751327514,0.7567336201667786,3.86020994186401,2.331577968,79.48299999999999,9066256.8,-1.104411768913268,0.6838257581616836,High,Asia
United Kingdom,71.77802835530943,13.0889100152937,23.61243077995782,1.810232663154602,100.0,9.136,371312.9,1.593032898068288,1.504505443572998,8.0,92.08185770600001,2803982654528.248,0.3674764409661292,1.645641040802002,5.369346046447754,7.809049034,81.20585365853658,66016668.4,1.320152044296264,1.14249315943098,High,Europe
United States,44.327566929254395,33.8800448651095,6.991962834926366,1.300723624229428,100.0,9.790000000000001,4899515.76,1.5530227434211603,1.476528882980348,6.0,85.060540188,19658500312600.0,0.3629293054342272,1.5300784587860101,4.958498096466064,8.549773026,78.6390243902439,324820205.8,1.0255004763603213,5.07487120177004,High,North America
Uruguay,81.4465775339961,11.2375728488173,15.74343652733948,1.2407137155532841,99.781896,60.141999999999996,6527.7,8.002459897065869,0.5027656853199006,101.0,73.07430363,61483764299.15792,1.0271248936653128,0.6175922632217407,4.448668003082276,6.060372452,77.5596,3418847.0,1.177985525131224,9.695635677252584,High,South America
Uzbekistan,57.96962350312435,8.193503957534084,10.38346979994099,-1.160373497009278,99.95834960937502,1.624,108961.78,12.56168536284974,-0.6532126188278196,69.0,52.778257022000005,69513897607.42746,-0.30028003752231597,-1.116038846969602,5.4148660659790036,2.1234358319999997,70.9466,32414370.0,-1.783980560302736,1.71064588957626,Lower_middle,Europe
Vanuatu,15.3404429860541,36.2838392124692,58.16975660882402,-0.13481467152014376,59.79634725952148,33.158,154.2,2.300669614840936,-0.7441457211971284,107.0,33.476376342,848617099.1221652,0.6857939660549168,0.33465643972158443,3.9702934424082437,1.788600684,69.709,290319.4,0.621371579170227,0.657020510537788,Lower_middle,Asia
Venezuela,24.3750354288306,52.66463352417664,,-1.439513516426088,99.66459533691406,14.898,138208.26,188.3433100396595,-1.457757210731504,188.0,59.86666666666667,,-1.2273569107055669,-2.220660161972048,,1.73355974,72.2294,30126389.8,-1.262469553947448,49.21637598325982,,South America
Vietnam,,,,,,,,,,,,,,,,,,,,,Lower_middle,Asia
West Bank and Gaza,71.38513953488372,1.6843853820598,14.564127029077161,-0.26220335215330126,99.96000000000001,12.081999999999999,,0.5620302700180281,-0.635620939731598,117.0,62.984515482000006,15783180000.0,-1.8939523935318001,-0.46645026206970197,4.789240042368573,,74.7654,4469275.6,-1.010984683036804,0.7106517938693988,Lower_middle,Asia
Yemen,44.38676439949238,1.03983180862549,5.0771277961493855,-1.638476824760438,70.04946502685546,2.692,11162.84,,-2.03481276035309,187.0,25.127657533333334,30552676019.49625,-2.830745029449464,-1.664898037910462,,0.4330447,65.51219999999999,30032428.0,-1.688903522491454,,Low,Asia
Zambia,32.0141513875624,61.042863100122396,10.325348887379139,-0.543086189031601,38.0013119506836,82.28,6511.1,10.240504576598642,-0.6951573371887206,85.0,12.47999942,23540681130.56402,0.07703531682491281,-0.3454630851745606,4.251976013183594,1.9435035939999998,62.0514,17306083.0,-0.269700427353382,5.24980259388253,Lower_middle,Africa
Zimbabwe,41.8766963939511,45.451182628925935,7.637596642635105,-1.288346862792968,42.4454069519043,81.53,10695.02,52.56863618329758,-1.281298518180848,140.0,24.370216242,22816998895.17788,-0.7229544758796692,-1.34426374435425,3.93463492393494,1.3695303559999998,60.662400000000005,14753106.8,-1.16818368434906,5.01070211371923,Lower_middle,Africa
